1/1/2000,79,37,0
1/2/2000,79,68,0
1/3/2000,73,50,0
1/4/2000,51,26,0
1/5/2000,57,22,0
1/6/2000,59,19,0
1/7/2000,59,46,0.08
1/8/2000,53,48,1.61
1/9/2000,53,44,0.76
1/10/2000,72,43,0.01
1/11/2000,77,64,0
1/12/2000,74,57,0
1/13/2000,76,43,0
1/14/2000,65,39,0
1/15/2000,75,35,0
1/16/2000,71,38,0
10/31/2000,74,57,0
10/31/2000,86,45,0
